Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
chance-eau-fraiche-edp-chanel-50ml-tester,Chance Eau Fraiche EDP Chanel 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Chanel</li><li><strong>Categoría olfativa:</strong> Cítrico, fresco, amaderado, floral</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Cidra y aldehídos</li><li><strong>Notas de corazón:</strong> Jazmín</li><li><strong>Notas de fondo:</strong> Madera de teca y ámbar</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Chanel,Perfume,"AMADERADOS, CHANEL, CÍTRICOS, EAU DE PARFUM, FLORALES, FRESCO, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PERFUMES TESTER, PRIMAVERA, VERANO",TRUE,Title,Default Title,CN05-1-1,0,continue,manual,120000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/09/5775B70C-8D66-4E2F-A1F3-A0C9F8A5E2C9.jpg,1,active
mon-paris-de-yves-saint-laurent-50ml-tester,Mon Paris De Yves Saint Laurent 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Yves Saint Laurent</li><li><strong>Categoría olfativa:</strong> Frutal, dulce, fresco, pachulí, floral, cítrico, amaderado</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor), Otoño (templado, frío)</li><li><strong>Notas de salida:</strong> Fresa, frambuesa, pera, naranja, naranja tangerina, bergamota de Calabria y calone</li><li><strong>Notas de corazón:</strong> Peonía, jazmín sambac, jazmín chino, datura y flor de azahar del naranjo</li><li><strong>Notas de fondo:</strong> Hojas de pachulí de Indonesia, pachulí, almizcle blanco, vainilla, ambroxan, musgo y cedro</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Yves Saint Laurent,Perfume,"AMADERADOS, CÍTRICOS, DULCES, EAU DE PARFUM, FLORALES, FRESCO, FRUTALES, OTOÑO, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PERFUMES TESTER, PRIMAVERA, VERANO, YVES SAINT LAURENT",TRUE,Title,Default Title,YSL04-1,0,continue,manual,100000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/09/474F47B8-4552-4F5B-96DA-C71FDA643E90.jpg,1,active
lady-million-fabulous-de-paco-rabanne-50ml-tester,Lady Million Fabulous De Paco Rabanne 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Paco Rabanne</li><li><strong>Categoría olfativa:</strong> Floral, dulce, avainillado, nardos</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Otoño (templado, frío), Invierno (templado, frío)</li><li><strong>Notas de salida:</strong> Mandarina y pimienta rosa</li><li><strong>Notas de corazón:</strong> Nardos, notas solares, jazmín y ylang-ylang</li><li><strong>Notas de fondo:</strong> Vainilla, haba tonka y musgo</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Paco Rabanne,Perfume,"DULCES, EAU DE PARFUM, FLORALES, INVIERNO, OTOÑO, PACO RABANNE, PARA EL DÍA, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PERFUMES TESTER",TRUE,Title,Default Title,PRBN20-1,0,continue,manual,100000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/09/DB7580D4-FFA9-4112-9F76-C77C806590B5.jpg,1,active
hugo-boss-bottled-sport-50ml-tester,Hugo Boss Bottled Sport 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Hugo Boss</li><li><strong>Categoría olfativa:</strong> Aromático, cítrico, lavanda, fresco especiado, amaderado</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Toronja y aldehídos</li><li><strong>Notas de corazón:</strong> Lavanda y cardamomo</li><li><strong>Notas de fondo:</strong> Vetiver</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Hugo Boss,Perfume,"AMADERADOS, CÍTRICOS, EAU DE TOILETTE, FRESCO, HUGO BOSS, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLOS, PERFUMES TESTER, PRIMAVERA, VERANO",TRUE,Title,Default Title,HBSS26-1,0,continue,manual,80000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/09/A0BB873F-B3C3-46A4-A987-2F0EDC6FA9C0.jpg,1,active
la-vie-est-belle-edp-de-lancome-50ml-tester,La Vie Est Belle EDP De Lancôme 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Lancôme</li><li><strong>Categoría olfativa:</strong> Dulce, avainillado, frutal, pachulí, amaderado, atalcado, floral</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Otoño (templado, frío), Invierno (templado, frío)</li><li><strong>Notas de salida:</strong> Grosellas negras y pera</li><li><strong>Notas de corazón:</strong> Iris, jazmín y flor de azahar del naranjo</li><li><strong>Notas de fondo:</strong> Praliné, vainilla, pachulí y haba tonka</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Lancôme,Perfume,"AMADERADOS, DULCES, EAU DE PARFUM, FLORALES, FRUTALES, INVIERNO, LANCOME, OTOÑO, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PERFUMES TESTER",TRUE,Title,Default Title,LCM05-2,0,continue,manual,85000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/09/2DF98030-C768-477B-8F7F-57A607362B71.jpg,1,active
bombshell-seduction-de-victorias-secret-50ml-tester,Bombshell Seduction De Victoria&#8217;s Secret 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Victoria’s Secret</li><li><strong>Categoría olfativa:</strong> Almizclado, aromático, nardos, herbal, floral, especiado, atalcado</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Fresia</li><li><strong>Notas de corazón:</strong> Tuberosa</li><li><strong>Notas de fondo:</strong> Almizcle sedoso</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Victoria’s Secret,Perfume,"BATH AND BODY WORKS, CÍTRICOS, DULCES, EAU DE PARFUM, FLORALES, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PERFUMES TESTER, PRIMAVERA, VERANO, VICTORIA'S SECRET",TRUE,Title,Default Title,VS58-2,0,continue,manual,85000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/09/753C6ACD-AFE0-480C-8B1E-32E8553281FE.jpg,1,active
dior-homme-2020-de-dior-100ml-50ml-tester,Dior Homme De Dior 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Dior</li><li><strong>Categoría olfativa:</strong> Almizclado, amaderado, cítrico, aromático</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Otoño (templado, frío), Primavera (templado, cálido)</li><li><strong>Notas de salida:</strong> Bergamota, pimienta rosa y elemí</li><li><strong>Notas de corazón:</strong> Madera de cachemira, cedro del Atlas y pachulí</li><li><strong>Notas de fondo:</strong> Iso E Super, vetiver de Haití y almizcle blanco</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Dior,Perfume,"AMADERADOS, CÍTRICOS, DIOR, EAU DE TOILETTE, OTOÑO, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLOS, PERFUMES TESTER, PRIMAVERA",TRUE,Title,Default Title,DR01-1-1,0,continue,manual,110000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/09/B2B62C2F-E3A7-4872-8B18-2A4CC332C007.jpg,1,active
212-heroes-for-her-forever-young-de-carolina-herrera-50ml-tester,212 Heroes For Her Forever Young De Carolina Herrera 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Carolina Herrera</li><li><strong>Categoría olfativa:</strong> Frutal, floral, dulce, cítrico, amaderado</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Frambuesa y mandarina</li><li><strong>Notas de corazón:</strong> Jazmín y flor de azahar del naranjo</li><li><strong>Notas de fondo:</strong> Cedro y sándalo</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Carolina Herrera,Perfume,"AMADERADOS, CAROLINA HERRERA, CÍTRICOS, DULCES, EAU DE PARFUM, FLORALES, FRUTALES, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PERFUMES TESTER, PRIMAVERA, VERANO",TRUE,Title,Default Title,CH17-2,0,continue,manual,95000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/09/D43698F1-9F66-4654-B0B1-309A9D7F14AB.jpg,1,active
ch-good-girl-blush-de-carolina-herrera-50ml-tester,Ch Good Girl Blush De Carolina Herrera 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Carolina Herrera</li><li><strong>Categoría olfativa:</strong> Avainillado, floral, cítrico, rosas</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Bergamota y almendra amarga</li><li><strong>Notas de corazón:</strong> Peonía y ylang-ylang</li><li><strong>Notas de fondo:</strong> Vainilla y cumarina</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Carolina Herrera,Perfume,"CAROLINA HERRERA, DULCES, EAU DE PARFUM, FLORALES, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PERFUMES TESTER, PRIMAVERA, VERANO",TRUE,Title,Default Title,CH56-5,0,continue,manual,110000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/09/0D3D33D3-9D1F-4DAA-861F-E0E7A7722B62.jpg,1,active
luna-rossa-carbon-de-prada-50ml-tester,Prada Luna Rossa Carbon de Prada 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Prada</li><li><strong>Categoría olfativa:</strong> Fresco, lavanda, aromático, cítrico, metálico</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Verano (Calor), Otoño (templado, frío), Primavera (Templado, cálido)</li><li><strong>Notas de salida:</strong> Bergamota y pimienta</li><li><strong>Notas de corazón:</strong> Lavanda, notas metálicas, carbón, notas acuosas y tintura de tierra</li><li><strong>Notas de fondo:</strong> Ambroxan y pachulí</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Prada,Perfume,"CÍTRICOS, EAU DE TOILETTE, FLORALES, FRESCO, INVIERNO, OTOÑO, PARA EL DÍA, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLOS, PERFUMES TESTER, PRADA, PRIMAVERA, VERANO",TRUE,Title,Default Title,AGR1-1-1-1-1,0,continue,manual,110000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/09/AB01D209-18B8-459F-9D0B-67B7797C73CE.jpg,1,active
splash-champagne-toast-236ml,SPLASH Champagne Toast DE BATH AND BODY WORLS 236ML,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Bath &amp; Body Works</li><li><strong>Categoría olfativa:</strong> Afrutado, efervescente, dulce y cítrico</li><li><strong>Concentración:</strong> Fine Bruine Parfumée</li><li><strong>Clima:</strong> Primavera (cálido, templado), Verano (cálido, fresco)</li><li><strong>Notas de salida:</strong> Champán burbujeante y moscato</li><li><strong>Notas de corazón:</strong> Baya de sabueso y mandarina jugosa</li><li><strong>Notas de fondo:</strong> Maracuyá dulce y azúcar de fruta</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Bath &amp; Body Works,Perfume,"BATH AND BODY WORKS, CÍTRICOS, DULCES, PARA EL DÍA, PARA LA NOCHE, PERFUMES PARA ELLAS, PRIMAVERA, SPLASH, VERANO, VICTORIA'S SECRET",TRUE,Title,Default Title,,0,continue,manual,75000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/09/SPLASH-Champagne-Toast-236ML.jpeg,1,active
splash-touch-of-gold-236ml,SPLASH Touch of Gold DE BATH AND BODY WORLS 236ML,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Bath &amp; Body Works</li><li><strong>Categoría olfativa:</strong> Ámbar, cálido, dulce y amaderado</li><li><strong>Concentración:</strong> Fine Bruine Parfumée</li><li><strong>Clima:</strong> Otoño (templado, frío), Invierno (templado, frío)</li><li><strong>Notas de salida:</strong> Manzana dorada y ciruela brillante</li><li><strong>Notas de corazón:</strong> Pétalos de jazmín y orquídea dorada</li><li><strong>Notas de fondo:</strong> Ámbar cálido, vainilla borboniana y sándalo</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Bath &amp; Body Works,Perfume,"AMADERADOS, BATH AND BODY WORKS, DULCES, INVIERNO, OTOÑO, PARA EL DÍA, PARA LA NOCHE, PERFUMES PARA ELLAS, SPLASH, VICTORIA'S SECRET",TRUE,Title,Default Title,,0,continue,manual,75000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/09/SPLASH-Touch-of-Gold-236ML.jpeg,1,active
